,Latitude,Longitude
144,33.98171,-117.37404
145,39.47144,-76.23331
146,41.91606,-83.3979
147,32.6409,-117.08428
148,33.75347,-79.447
149,39.83025,-77.23112
150,34.05349,-118.24532
151,33.67889,-118.00157
152,31.46273305,-99.33305009
153,38.81819928,-76.15873
154,41.88425,-87.63245
155,29.42458,-98.49461
156,28.53823,-81.37739
157,29.9537,-90.07775
158,44.97902,-93.26494
159,31.46273305,-99.33305009
160,43.64869,-79.38544
161,45.42178,-75.69116
162,36.37410569,-119.27023
163,34.42132653,-106.1084038
164,43.7485,-84.88845
165,40.11404657,-89.1586509
166,45.5124,-73.55469
167,45.41975,-122.66758
168,34.29301645,-111.664754
169,35.87946,-78.7871
170,36.37410569,-119.27023
171,30.2432474,-85.6511057
172,40.71455,-74.00714
173,39.162,-84.45689
174,40.71455,-74.00714
175,29.76058,-95.36968
176,34.02161,-118.39621
177,49.26038,-123.11336
178,38.51469875,-122.9742829
179,25.93323,-80.16222
180,44.12519983,-84.1966975
181,45.63221,-122.67156
182,31.57182,-97.1495
183,48.20189,-114.315
184,32.75095,-97.33086
185,41.78454,-87.80384
186,39.95222,-75.16218
187,32.7239778,-89.65717581
188,45.51179,-122.67563
189,33.98171,-117.37404
190,34.14633,-118.24864
191,33.9932,-96.38602
192,34.7487,-92.27485
193,36.16784,-86.77816
194,45.02842,-74.73569
195,31.46273305,-99.33305009
196,40.71455,-74.00714
197,43.86506,-74.45433
198,40.71455,-74.00714
199,34.09069,-118.37053
200,47.61209882,-122.5484074
201,34.19457,-90.56492
202,40.69787,-80.01199
203,34.05349,-118.24532
204,27.9504,-82.5036
205,32.77815,-96.7954
206,40.4130568,-82.71121519
207,37.77712,-122.41964
208,36.37410569,-119.27023
209,46.34885577,-94.20079058
210,40.71455,-74.00714
211,45.02842,-74.73569
212,33.74831,-84.39111
213,35.48302,-86.45999
214,44.47593,-73.21277
215,39.39870316,-99.41461919
216,48.59521,-123.4169
217,35.15673,-98.44252
218,29.42458,-98.49461
219,36.37410569,-119.27023
220,34.05349,-118.24532
221,35.6549,-97.47813
222,38.84179,-77.30887
223,34.29301645,-111.664754
224,42.70394,-78.57473
225,41.88425,-87.63245
226,36.37410569,-119.27023
227,45.44933,-73.85611
228,39.39870316,-99.41461919
229,29.83968125,-96.32424075
230,34.05349,-118.24532
231,37.69501,-97.13516
232,35.61215,-77.38076
233,36.41999,-97.87358
234,33.74831,-84.39111
235,27.9504,-82.5036
236,29.78772,-95.82333
237,37.44914,-76.29272
238,30.18584617,-91.42642
239,36.17193,-115.14001
240,36.37410569,-119.27023
241,39.44847,-76.41841
242,36.37410569,-119.27023
243,33.83705,-118.34312
244,33.97542,-118.03407
245,36.37410569,-119.27023
246,41.23495,-73.21967
247,36.16784,-86.77816
248,40.71455,-74.00714
249,38.81819928,-76.15873
250,37.55091,-121.98217
251,26.27249,-80.25389
252,34.05349,-118.24532
253,36.37410569,-119.27023
254,29.76058,-95.36968
255,39.8013,-89.6436
256,49.24475,-122.97334
257,36.37410569,-119.27023
258,39.39870316,-99.41461919
259,33.90386341,-80.89375235
260,38.88798,-121.00724
261,33.15845,-86.23858
262,26.09279,-98.27747
263,40.58147,-105.07662
264,39.95222,-75.16218
265,31.46273305,-99.33305009
266,48.42855,-123.36445
267,34.05349,-118.24532
268,29.2073,-99.79383
269,39.39870316,-99.41461919
270,31.46273305,-99.33305009
271,33.42551,-111.93724
272,39.64792006,-74.29687005
273,40.43851,-79.99734
274,34.25741,-88.70783
275,37.33865,-121.88542
276,36.37410569,-119.27023
277,38.43795,-82.37779
278,40.71455,-74.00714
279,42.64588,-71.31284
280,33.44825,-112.0758
281,33.90386341,-80.89375235
282,31.46273305,-99.33305009
283,32.7356,-97.10772
284,32.71568,-117.16171
285,40.51729,-80.0995
286,31.46273305,-99.33305009
287,32.77815,-96.7954
288,31.46273305,-99.33305009
289,36.74077,-119.78562
290,29.95116,-96.25733
291,43.64869,-79.38544
292,49.26038,-123.11336
293,40.73971,-79.1059
294,34.05349,-118.24532
295,30.18584617,-91.42642
296,33.02079,-96.69925
297,36.37410569,-119.27023
298,32.22155,-110.96976
299,36.17193,-115.14001
300,41.88425,-87.63245
301,40.70765518,-94.98952336
302,35.81403,-94.62858
303,29.42458,-98.49461
304,31.11689,-97.72737
305,28.53823,-81.37739
306,29.9537,-90.07775
307,40.21788,-74.7594
308,36.37410569,-119.27023
309,28.5660449,-81.68864879
310,38.21381,-119.01403
311,36.67088,-121.65482
312,34.05349,-118.24532
313,35.53934434,-79.18541791
314,40.76031,-111.88822
315,38.89037,-77.03196
316,45.5124,-73.55469
317,37.80508,-122.27307
318,40.69787,-80.01199
319,39.39870316,-99.41461919
320,43.93878024,-120.5585609
321,34.10156,-118.33708
322,37.80508,-122.27307
323,37.98517,-122.59038
324,36.37410569,-119.27023
325,43.93878024,-120.5585609
326,34.88884,-82.30446
327,40.37646,-79.11948
328,47.60357,-122.32945
329,45.51179,-122.67563
330,31.46273305,-99.33305009
331,37.44914,-76.29272
332,34.89992373,-92.4388847
333,30.83472,-83.28092
334,36.37410569,-119.27023
335,39.39870316,-99.41461919
336,41.58918,-85.83695
337,40.71455,-74.00714
338,37.77712,-122.41964
339,40.11404657,-89.1586509
340,38.51740158,-122.9735755
341,44.12519983,-84.1966975
342,38.51242,-89.98423
343,30.22403,-93.22011
344,34.05349,-118.24532
345,47.60357,-122.32945
346,26.93276,-80.10189
347,43.6487,-72.31034
348,35.22286,-80.83796
349,37.77712,-122.41964
350,34.05349,-118.24532
351,36.0999,-115.11502
352,36.16784,-86.77816
353,37.55091,-121.98217
354,46.81273,-71.2193
355,29.76058,-95.36968
356,34.05349,-118.24532
357,33.98171,-117.37404
358,34.23294,-102.4102
359,37.2547,-83.19969
360,36.17193,-115.14001
361,29.9537,-90.07775
362,36.42843,-121.32769
363,36.37410569,-119.27023
364,47.60357,-122.32945
365,40.71455,-74.00714
366,29.76058,-95.36968
367,35.91489,-79.05677
368,41.08431,-81.51431
369,43.64869,-79.38544
370,30.22032,-92.01705
371,39.35697,-84.29762
372,30.18584617,-91.42642
373,33.78241,-117.22837
374,39.39870316,-99.41461919
375,36.74077,-119.78562
376,35.08423,-106.64905
377,43.64869,-79.38544
378,25.77481,-80.19773
379,40.71455,-74.00714
380,34.05349,-118.24532
381,40.71455,-74.00714
382,39.96199,-83.00275
383,40.4130568,-82.71121519
384,36.86727,-87.4877
385,39.39870316,-99.41461919
386,43.03387,-80.2852
387,28.69826,-81.26155
388,40.71455,-74.00714
389,32.22155,-110.96976
390,40.2337,-111.66889
391,39.82749,-84.02322
392,40.71455,-74.00714
393,39.02087,-84.51149
394,43.64869,-79.38544
395,31.84915,-102.37519
396,38.98637,-77.09692
397,38.89037,-77.03196
398,41.582,-83.59799
399,33.08948,-96.59085
400,49.02392,-122.79679
401,40.58147,-105.07662
402,37.44914,-76.29272
403,42.35866,-71.05674
404,29.03436,-95.4463
405,44.12519983,-84.1966975
406,32.64832455,-83.4445344
407,37.77712,-122.41964
408,39.32372519,-111.6782484
409,29.90275,-90.10972
410,41.175,-93.23521
411,29.02762,-81.30544
412,32.57292,-116.6265
413,32.75095,-97.33086
414,25.77481,-80.19773
415,34.12126,-117.21714
416,40.89651165,-77.83875078
417,38.54669,-121.74457
418,40.32726,-78.91835
419,42.32621,-88.26731
420,34.10032,-117.37282
421,29.9537,-90.07775
422,29.2073,-99.79383
423,38.89037,-77.03196
424,32.59316,-96.75511
425,36.37410569,-119.27023
426,38.52828,-89.13058
427,41.0981,-80.65079
428,39.4413255,-75.976254
429,40.71455,-74.00714
430,39.32372519,-111.6782484
431,29.42458,-98.49461
432,36.37410569,-119.27023
433,28.63568,-106.07592
434,43.89952,-78.94125
435,49.26038,-123.11336
436,29.76058,-95.36968
437,33.76672,-118.1924
438,42.69991,-73.11504
439,34.56398,-92.58685
440,30.44335,-91.18664
441,36.37410569,-119.27023
442,44.64483337,-89.73918542
443,36.17193,-115.14001
444,30.33147,-81.65622
445,37.67134,-122.08554
446,42.35866,-71.05674
447,48.19429,-122.12641
448,38.48472671,-98.38017063
449,41.50473,-81.69074
450,34.05349,-118.24532
451,41.42817,-79.71196
452,31.46273305,-99.33305009
453,34.05349,-118.24532
454,41.57350273,-72.73830591
455,40.71455,-74.00714
456,32.77815,-96.7954
457,40.71455,-74.00714
458,43.64869,-79.38544
459,30.38032,-89.09189
460,43.60768,-116.1934
461,32.67619,-117.17089
462,33.18673953,-117.3541818
463,37.5128205,-78.69794871
464,32.64832455,-83.4445344
465,44.81658,-91.50077
466,36.37410569,-119.27023
467,40.71455,-74.00714
468,41.88425,-87.63245
469,40.11404657,-89.1586509
470,47.60357,-122.32945
471,47.44627334,-100.4693874
472,32.77815,-96.7954
473,35.09081,-92.44023
474,33.90386341,-80.89375235
475,39.39870316,-99.41461919
476,40.4130568,-82.71121519
477,31.46273305,-99.33305009
478,39.91980696,-86.28179349
479,34.05349,-118.24532
480,47.60357,-122.32945
481,37.80508,-122.27307
482,30.33147,-81.65622
483,39.282624,-84.299337
484,36.74077,-119.78562
485,32.22155,-110.96976
486,34.41242,-119.85704
487,38.55811,-89.89768
488,34.07401,-117.69125
489,40.89651165,-77.83875078
490,39.162,-84.45689
491,38.64241494,-80.61361664
492,39.39870316,-99.41461919
493,32.71568,-117.16171
494,40.71455,-74.00714
495,34.05349,-118.24532
496,35.78551,-78.64267
497,34.05349,-118.24532
498,37.80508,-122.27307
499,34.08558,-81.18297
500,35.36723,-119.01886
501,34.10156,-118.33708
502,34.05349,-118.24532
503,43.64869,-79.38544
504,38.9138,-123.71335
505,42.35867032,-71.718185
506,47.60357,-122.32945
507,41.88425,-87.63245
508,39.39870316,-99.41461919
509,37.52723252,-85.28762007
510,40.76031,-111.88822
511,47.44899,-122.30929
512,49.26038,-123.11336
513,28.53823,-81.37739
514,32.34507,-90.14817
515,42.49329,-92.34194
516,41.88425,-87.63245
517,39.39870316,-99.41461919
518,36.17193,-115.14001
519,41.03379,-73.76344
520,36.37410569,-119.27023
521,45.51179,-122.67563
522,46.2454,-119.19617
523,40.73971,-79.1059
524,37.5407,-77.43365
525,27.94653,-82.45927
526,25.77481,-80.19773
527,40.69787,-80.01199
528,36.37410569,-119.27023
529,30.12455,-94.01266
530,34.05349,-118.24532
531,31.46273305,-99.33305009
532,37.62492,-122.41414
533,32.50983,-92.11879
534,39.39870316,-99.41461919
535,30.74824,-90.08119
536,45.5124,-73.55469
537,38.89037,-77.03196
538,33.76672,-118.1924
539,41.81224545,-80.94596641
540,40.76031,-111.88822
541,42.29157,-85.58851
542,32.22155,-110.96976
543,29.76058,-95.36968
544,32.77815,-96.7954
545,28.5660449,-81.68864879
546,38.40902,-121.36514
547,32.71568,-117.16171
548,46.34017,-72.54503
549,34.23294,-102.4102
550,40.11404657,-89.1586509
551,33.46592,-88.81288
552,37.52723252,-85.28762007
553,39.74001,-104.99202
554,41.88425,-87.63245
555,40.01574,-105.27924
556,38.89037,-77.03196
557,34.14783,-117.99878
558,29.76058,-95.36968
559,36.37410569,-119.27023
560,29.42458,-98.49461
561,42.44322,-123.32463
562,31.86409,-116.61458
563,37.12319,-120.25962
564,33.15845,-86.23858
565,39.39870316,-99.41461919
566,39.39870316,-99.41461919
567,39.78953493,-120.542175
568,43.750053,-85.14478811
569,35.66713,-80.46958
570,37.68698,-97.33558
571,36.17193,-115.14001
572,34.07346,-118.40032
573,40.69245,-73.99036
574,31.46273305,-99.33305009
575,32.75095,-97.33086
576,41.76375,-72.67394
577,34.89992373,-92.4388847
578,40.71455,-74.00714
579,34.23294,-102.4102
580,39.65177,-78.76333
581,37.5407,-77.43365
582,36.37410569,-119.27023
583,34.05349,-118.24532
584,36.37410569,-119.27023
585,34.05349,-118.24532
586,38.05725,-97.93268
587,38.56867,-121.497
588,39.29058,-76.60926
589,40.69245,-73.99036
590,40.77757,-86.76064
591,40.71455,-74.00714
592,49.26038,-123.11336
593,36.37410569,-119.27023
594,42.10125,-72.58929
595,35.53934434,-79.18541791
596,37.77712,-122.41964
597,41.88425,-87.63245
598,41.0981,-80.65079
599,40.79084,-76.54371
600,40.4130568,-82.71121519
601,42.60302,-89.64506
602,33.76457982,-84.45414764
603,43.64869,-79.38544
604,34.57923,-118.11657
605,43.64869,-79.38544
606,38.89037,-77.03196
607,29.42458,-98.49461
608,40.76031,-111.88822
609,29.76058,-95.36968
610,31.5814,-84.15602
611,39.74001,-104.99202
612,47.60357,-122.32945
613,39.2015,-85.91868
614,29.76058,-95.36968
615,39.39870316,-99.41461919
616,35.50414,-80.63762
617,33.95258,-83.988
618,33.83705,-118.34312
619,30.58144,-87.29206
620,35.47203,-97.52107
621,33.16588,-117.33822
622,25.67093,-100.30999
623,32.7356,-97.10772
624,44.75999,-85.61584
625,25.98914,-80.20325
626,35.1465,-90.19137
627,39.32372519,-111.6782484
628,30.26759,-97.74299
629,31.46273305,-99.33305009
630,31.75916,-106.48749
631,35.23910512,-93.17545062
632,38.24553,-92.15249
633,33.94041,-118.12794
634,35.517708,-97.69922325
635,35.15673,-98.44252
636,36.37410569,-119.27023
637,33.4405,-112.34966
638,40.30164523,-75.96356331
639,42.05702,-87.68645
640,36.37410569,-119.27023
641,29.01096,-82.04139
642,43.69148,-114.34619
643,40.64242,-74.07527
644,38.03904,-84.50669
645,34.66702,-79.54613
646,34.10261,-117.43576
647,40.71455,-74.00714
648,25.77481,-80.19773
649,44.74013,-81.13978
650,36.37410569,-119.27023
651,40.4130568,-82.71121519
652,36.17193,-115.14001
653,39.39870316,-99.41461919
654,31.46273305,-99.33305009
655,34.05349,-118.24532
656,31.46273305,-99.33305009
657,29.76058,-95.36968
658,39.39870316,-99.41461919
659,36.37410569,-119.27023
660,39.39870316,-99.41461919
661,35.47174,-93.46637
662,42.56238,-83.15408
663,39.39870316,-99.41461919
664,33.42551,-111.93724
665,25.92028262,-112.0481822
666,38.51469875,-122.9742829
667,38.57944,-121.49085
668,28.53823,-81.37739
669,35.8430027,-86.34305118
670,45.63221,-122.67156
671,38.89037,-77.03196
672,40.22469,-105.27054
673,26.32004,-80.09979
674,30.42084,-87.21723
675,35.36723,-119.01886
676,31.46273305,-99.33305009
677,37.27152,-79.94057
678,33.74831,-84.39111
679,39.39870316,-99.41461919
680,41.06597,-111.96105
681,43.85076,-79.02107
682,34.24489,-85.16679
683,37.77712,-122.41964
684,35.53934434,-79.18541791
685,32.77815,-96.7954
686,39.74001,-104.99202
687,36.37410569,-119.27023
688,30.37601,-89.74582
689,33.15845,-86.23858
690,42.72976625,-84.51251796
691,34.05349,-118.24532
692,32.77815,-96.7954
693,35.09884,-120.61248
694,39.39870316,-99.41461919
695,41.88425,-87.63245
696,34.05349,-118.24532
697,45.22419,-93.39671
698,35.8430027,-86.34305118
699,34.05349,-118.24532
700,36.37410569,-119.27023
701,39.39870316,-99.41461919
702,41.88425,-87.63245
703,26.01041,-80.16008
704,33.48054,-117.69765
705,41.88425,-87.63245
706,41.88425,-87.63245
707,34.05349,-118.24532
708,39.39870316,-99.41461919
709,40.26586,-96.74748
710,38.72484,-77.48332
711,34.05349,-118.24532
712,39.02032,-84.88204
713,41.88425,-87.63245
714,36.37410569,-119.27023
715,34.05349,-118.24532
716,29.76058,-95.36968
717,33.44825,-112.0758
718,34.05349,-118.24532
719,32.71568,-117.16171
720,34.05349,-118.24532
721,33.74831,-84.39111
722,39.35648204,-116.6554364
723,34.11926,-84.006
724,37.86121,-78.26363
725,43.64869,-79.38544
726,40.71455,-74.00714
727,40.11404657,-89.1586509
728,39.39870316,-99.41461919
729,32.77815,-96.7954
730,33.90386341,-80.89375235
731,29.66579,-94.88871
732,41.88425,-87.63245
733,38.89037,-77.03196
734,37.86988,-122.27054
735,31.46273305,-99.33305009
736,37.80508,-122.27307
737,33.4492,-112.0784
738,33.74831,-84.39111
739,39.39870316,-99.41461919
740,41.88425,-87.63245
741,39.39870316,-99.41461919
742,33.95813,-83.37325
743,28.53823,-81.37739
744,28.5660449,-81.68864879
745,42.88544,-78.87846
746,39.39870316,-99.41461919
747,32.71568,-117.16171
748,36.37410569,-119.27023
749,33.39576,-110.78912
750,41.88425,-87.63245
751,47.60357,-122.32945
752,38.8905,-77.08629
753,39.95222,-75.16218
754,30.26759,-97.74299
755,38.48472671,-98.38017063
756,39.39870316,-99.41461919
757,39.63037,-79.95785
758,34.05933,-118.41272
759,41.88425,-87.63245
760,31.80967,-85.97217
761,34.23294,-102.4102
762,28.90837,-81.97432
763,41.88425,-87.63245
764,31.32509,-94.79514
765,28.5660449,-81.68864879
766,37.80508,-122.27307
767,41.88425,-87.63245
768,47.60357,-122.32945
769,39.39870316,-99.41461919
770,29.76058,-95.36968
771,28.38176,-81.5065
772,33.922,-85.61352
773,43.64869,-79.38544
774,33.74831,-84.39111
775,41.88425,-87.63245
776,41.88425,-87.63245
777,40.71455,-74.00714
778,36.37410569,-119.27023
779,25.98914,-80.20325
780,40.71455,-74.00714
781,30.26759,-97.74299
782,32.22155,-110.96976
783,31.56942,-110.27468
784,34.06868,-117.39994
785,41.88425,-87.63245
786,41.26068,-95.94026
787,39.84585,-88.95209
788,33.52068,-86.81176
789,36.37410569,-119.27023
790,32.77815,-96.7954
791,25.67093,-100.30999
792,29.56951,-97.96466
793,40.71455,-74.00714
794,41.88425,-87.63245
795,39.39870316,-99.41461919
796,30.18584617,-91.42642
797,29.9537,-90.07775
798,31.46273305,-99.33305009
799,38.51242,-89.98423
800,32.71568,-117.16171
801,43.77302,-88.44709
802,35.23427,-82.73391
803,41.88425,-87.63245
804,44.12519983,-84.1966975
805,44.4153,-103.50898
806,43.97586,-75.91428
807,44.94339,-93.09648
808,34.05349,-118.24532
809,41.88425,-87.63245
810,28.5660449,-81.68864879
811,39.39870316,-99.41461919
812,39.39870316,-99.41461919
813,34.05349,-118.24532
814,28.15084,-82.75306
815,29.9537,-90.07775
816,45.42178,-75.69116
817,29.78956,-98.72933
818,39.10344,-94.58311
819,39.39870316,-99.41461919
820,34.19104,-82.16074
821,39.74001,-104.99202
822,37.77712,-122.41964
823,36.41202,-105.57412
824,41.55648995,-90.57720007
825,43.36795,-124.21964
826,27.94653,-82.45927
827,33.74831,-84.39111
828,35.78032,-87.46671
829,33.74831,-84.39111
830,32.14614,-85.71267
831,44.29469,-93.27539
832,33.21659,-97.13162
833,40.18289,-74.02434
834,46.81628998,-71.20399002
835,38.81819928,-76.15873
836,28.5660449,-81.68864879
837,40.71455,-74.00714
838,36.06908,-79.79503
839,39.76691,-86.14996
840,33.15048,-96.83466
841,36.16784,-86.77816
842,36.32717,-119.64583
843,27.9504,-82.5036
844,28.87978,-81.31017
845,41.88425,-87.63245
846,25.73334846,-80.24943051
847,41.88425,-87.63245
848,39.39870316,-99.41461919
849,33.99882,-81.04537
850,29.42458,-98.49461
851,38.25489,-85.76666
852,41.88425,-87.63245
853,37.33865,-121.88542
854,29.42458,-98.49461
855,33.74831,-84.39111
856,32.00234,-106.60621
857,33.90386341,-80.89375235
858,40.11404657,-89.1586509
859,41.88425,-87.63245
860,42.33168,-83.048
861,33.494,-111.92069
862,36.37410569,-119.27023
863,33.74831,-84.39111
864,41.88425,-87.63245
865,34.41262,-90.56602
866,34.18193,-118.30765
867,34.05349,-118.24532
868,38.25489,-85.76666
869,41.75877,-72.74443
870,38.36798275,-92.47774662
871,32.77815,-96.7954
872,34.23294,-102.4102
873,44.97902,-93.26494
874,41.88425,-87.63245
875,36.17193,-115.14001
876,34.41938,-119.69905
877,34.51061,-117.32364
878,40.71455,-74.00714
879,36.16784,-86.77816
880,41.88425,-87.63245
881,38.62775,-90.19956
882,36.17193,-115.14001
883,37.77712,-122.41964
884,33.46592,-88.81288
885,34.10156,-118.33708
886,39.39870316,-99.41461919
887,41.88425,-87.63245
888,30.26759,-97.74299
889,34.05349,-118.24532
890,47.97659,-122.20596
891,33.66179035,-95.26844602
892,33.74831,-84.39111
893,34.05349,-118.24532
894,39.10344,-94.58311
895,47.60357,-122.32945
896,32.75901,-97.80101
897,41.25848,-74.35825
898,40.826,-73.92309
899,32.77815,-96.7954
900,43.07549,-89.41998
901,28.53823,-81.37739
902,39.98850007,-82.94857007
903,34.05349,-118.24532
904,38.4768412,-121.3873148
905,32.6409,-117.08428
906,36.51515,-119.55232
907,47.25513,-122.44164
908,39.31927,-94.9156
909,34.05349,-118.24532
910,39.29058,-76.60926
911,28.69826,-81.26155
912,41.88425,-87.63245
913,34.8045,-86.97128
914,29.18775,-82.14041
915,34.29301645,-111.664754
916,31.46273305,-99.33305009
917,43.64869,-79.38544
918,38.64241494,-80.61361664
919,49.26038,-123.11336
920,32.97069,-94.60881
921,39.95222,-75.16218
922,34.05349,-118.24532
923,33.74831,-84.39111
924,33.74831,-84.39111
925,32.77815,-96.7954
926,36.37410569,-119.27023
927,43.65689997,-70.25767
928,42.0746981,-93.49997241
929,42.35866,-71.05674
930,27.94653,-82.45927
931,46.34885577,-94.20079058
932,30.0931,-93.73668
933,38.57944,-121.49085
934,32.71568,-117.16171
935,36.15011,-95.99352
936,34.01158,-118.49227
937,40.4130568,-82.71121519
938,38.57944,-121.49085
939,45.51179,-122.67563
940,34.18439,-118.44652
941,34.14745,-118.14427
942,25.77481,-80.19773
943,39.29058,-76.60926
944,33.9932,-96.38602
945,35.15673,-98.44252
946,38.89037,-77.03196
947,36.37410569,-119.27023
948,32.56508,-97.14186
949,32.64832455,-83.4445344
950,38.66159,-77.24709
951,42.35866,-71.05674
952,33.76672,-118.1924
953,45.22578,-122.4853486
954,34.72929,-86.5851
955,43.93878024,-120.5585609
956,36.37410569,-119.27023
957,33.6873,-117.82591
958,39.30808,-76.47661
959,29.76058,-95.36968
960,32.71568,-117.16171
961,34.05349,-118.24532
962,29.279025,-95.2630245
963,40.75854,-82.51524
964,39.28289,-83.59279
965,31.46273305,-99.33305009
966,43.64869,-79.38544
967,36.20071,-115.12225
968,28.69826,-81.26155
969,38.9138,-123.71335
970,27.77119,-82.63876
971,36.41999,-97.87358
972,40.76031,-111.88822
973,41.75877,-72.74443
974,33.44825,-112.0758
975,40.89651165,-77.83875078
976,38.29911,-122.28541
977,33.96178,-118.35674
978,43.64869,-79.38544
979,29.42458,-98.49461
980,40.73971,-79.1059
981,26.57173,-80.05353
982,31.46273305,-99.33305009
983,36.34981,-87.20486
984,38.89037,-77.03196
985,40.69245,-73.99036
986,47.60357,-122.32945
987,44.12519983,-84.1966975
988,31.46273305,-99.33305009
989,37.52723252,-85.28762007
990,37.46818,-105.87325
991,34.05349,-118.24532
992,39.10459,-84.86247
993,33.59586,-117.12503
994,41.88425,-87.63245
995,38.89037,-77.03196
996,39.39870316,-99.41461919
997,37.9603,-122.34237
998,39.39870316,-99.41461919
999,36.17193,-115.14001
1000,29.76058,-95.36968
1001,43.01144,-83.68679
1002,34.05349,-118.24532
1003,30.33147,-81.65622
1004,42.35866,-71.05674
1005,30.26759,-97.74299
1006,38.57944,-121.49085
1007,39.39870316,-99.41461919
1008,34.05349,-118.24532
1009,36.17193,-115.14001
1010,42.2669,-89.07806
1011,43.48844,-116.42196
1012,44.04016,-79.45853
1013,36.39634,-80.72289
1014,27.96558,-82.79975
1015,44.64483337,-89.73918542
1016,35.58268395,-97.50859936
1017,42.0746981,-93.49997241
1018,34.44476,-86.93526
1019,38.97307,-95.23618
1020,40.68054,-122.36611
1021,40.16519294,-74.2775805
1022,33.90386341,-80.89375235
1023,30.5316405,-98.367642
1024,42.35867032,-71.718185
1025,40.71455,-74.00714
1026,33.11558,-94.168
1027,37.44466,-122.16079
1028,41.88425,-87.63245
1029,34.20034,-119.18012
1030,36.37410569,-119.27023
1031,43.64869,-79.38544
1032,31.46273305,-99.33305009
1033,40.62931006,-73.94393995
1034,41.88425,-87.63245
1035,40.71455,-74.00714
1036,29.78772,-95.82333
1037,38.66082,-121.3485101
1038,30.26759,-97.74299
